var,0,1,2,3,4,5,6,7,8,9,dt
loan__58_finance_amount_sum_3m,2229936373,638026,497794,655697,408999,395637,728224,469913,343338,0,2020-02-01
loan__54_strong_cnt_1m,2234056320,17306,314,61,0,0,0,0,0,0,2020-02-01
loan__58_strong_orgcnt_6m,2232310543,705259,575404,398231,84132,432,0,0,0,0,2020-02-01
loan__59_orgcnt_1m,2220237719,12191711,1389719,215423,39426,3,0,0,0,0,2020-02-01
loan__888_cnt_6m,2141810712,41808037,21255118,10572248,6136088,3277619,2473437,4206740,2051803,482199,2020-02-01
loan__58_strong_amount_cnt_6m,2232670785,483340,470531,320042,109565,19329,409,0,0,0,2020-02-01
loan__58_amount_sum_3m,2168957986,11714237,9101321,10972774,6455764,6145202,10070442,6075109,4581166,0,2020-02-01
loan__58_amount_sum_6m,2154979593,15329886,12084515,14059373,7859136,6936329,10588651,6759621,5476897,0,2020-02-01
loan__59_strong_orgcnt_3m,2234039230,23205,8052,3514,0,0,0,0,0,0,2020-02-01
loan__54_strong_orgcnt_1m,2234056320,17675,6,0,0,0,0,0,0,0,2020-02-01
loan__58_stages_amount_max_3m,2230294480,808195,411526,681299,384748,275711,535895,385450,296697,0,2020-02-01
loan__58_stages_orgcnt_6m,2225832576,3385726,1431132,1047016,764256,626330,535651,251455,149845,50014,2020-02-01
loan__58_finance_orgcnt_1m,2230886708,3130567,55532,1179,15,0,0,0,0,0,2020-02-01
loan__58_stages_amount_max_6m,2228466121,985787,696709,972308,369778,479236,854897,722912,526253,0,2020-02-01
loan__888_stages_cnt_6m,2211240194,10040596,4029693,3620709,2293251,784149,284817,848174,575847,356571,2020-02-01
loan__58_orgcnt_1m,2181875164,42252706,6621488,1959154,751418,324792,149645,139630,4,0,2020-02-01
loan__59_little_cnt_3m,2233970366,44919,18295,10188,5154,6249,5925,5184,7721,0,2020-02-01
loan__58_little_amount_sum_6m,2218047265,2532697,1607581,1478666,1246306,1407534,3013291,2310037,2430624,0,2020-02-01
loan__54_stages_cnt_3m,2224141952,7568718,1818155,424912,78636,18728,8828,13900,172,0,2020-02-01
loan__58_strong_cnt_6m,2232310543,640168,540225,366535,117658,44276,53821,775,0,0,2020-02-01
loan__58_little_orgcnt_6m,2217244579,6789672,3487012,1922330,1535851,1641015,1311646,141355,541,0,2020-02-01
loan__58_stages_amount_sum_6m,2228466121,944300,759187,974000,576193,518132,956264,572694,307110,0,2020-02-01
loan__59_petty_orgcnt_6m,2215458681,7349706,3680515,2370384,1734178,2911643,529703,39191,0,0,2020-02-01
loan__54_orgcnt_3m,2211392687,14934096,4164586,2497937,435005,407359,219727,22604,0,0,2020-02-01
loan__59_petty_cnt_1m,2224703285,3500857,1203202,1582040,890234,516583,432883,351511,565565,327841,2020-02-01
loan__888_little_cnt_3m,2233802446,167855,42316,19269,11113,7130,17259,6613,0,0,2020-02-01
loan__54_stages_orgcnt_3m,2224141952,8005107,1606132,298647,22160,3,0,0,0,0,2020-02-01
loan__54_strong_cnt_3m,2234019879,52080,1758,284,0,0,0,0,0,0,2020-02-01
loan__58_little_amount_sum_1m,2226136978,1234524,294163,1235997,849938,760164,1270540,1022392,1269305,0,2020-02-01
loan__58_petty_amount_cnt_1m,2197266950,22728948,7707796,2693114,1387020,761908,779647,710359,38259,0,2020-02-01
loan__59_stages_cnt_6m,2226079238,3974094,1426144,678623,617129,270072,175749,442693,231843,178416,2020-02-01
loan__58_finance_amount_max_6m,2227616128,1014984,797745,988188,606317,579403,1094641,758175,618420,0,2020-02-01
