var,0,1,2,3,4,5,6,7,8,9,dt
loan__140_strong_cnt_3m,2234074001,0,0,0,0,0,0,0,0,0,2020-02-01
loan__137_petty_amount_sum_3m,2201620263,8519274,3508861,4064321,3080606,3262994,4983567,2798111,2236004,0,2020-02-01
loan__137_little_orgcnt_1m,2232225256,1758758,82641,7309,37,0,0,0,0,0,2020-02-01
loan__135_stages_amount_sum_3m,2181570817,11866225,9236870,10064322,4730874,4077061,6193416,3793919,2540497,0,2020-02-01
loan__134_petty_cnt_3m,2180068046,27824418,9674771,4855721,3066840,1989952,2445636,1819524,1377619,951474,2020-02-01
loan__135_stages_amount_cnt_6m,2172087045,13540082,18182587,18269095,7695711,772147,809748,1168914,902068,646604,2020-02-01
loan__140_cnt_6m,2234074001,0,0,0,0,0,0,0,0,0,2020-02-01
loan__138_petty_cnt_1m,2232107388,1734537,150138,33720,47970,248,0,0,0,0,2020-02-01
loan__141_strong_cnt_1m,2234073952,42,7,0,0,0,0,0,0,0,2020-02-01
loan__131_little_orgcnt_1m,2233396331,673657,3939,74,0,0,0,0,0,0,2020-02-01
loan__53_strong_cnt_1m,2234044961,27455,1033,552,0,0,0,0,0,0,2020-02-01
loan__137_stages_overdue1_3m,2223598178,5119753,1744545,896823,985193,313386,435964,465705,424688,89766,2020-02-01
loan__53_little_cnt_1m,2233340069,651772,57703,12556,10256,1645,0,0,0,0,2020-02-01
loan__135_finance_orgcnt_6m,2216136633,3244162,2341381,2324311,1935309,2697720,4539618,379826,273350,201691,2020-02-01
loan__137_finance_amount_sum_3m,2229316082,924536,520799,749335,493628,509530,861304,445448,253339,0,2020-02-01
loan__53_petty_cnt_3m,2174478944,33303081,12832485,5940349,4509541,943214,1080227,509042,348317,128801,2020-02-01
loan__135_little_amount_max_6m,2211223950,3022688,1323007,2370919,1704086,2450430,5300703,3285827,3392391,0,2020-02-01
loan__53_strong_cnt_6m,2233730899,285525,57029,548,0,0,0,0,0,0,2020-02-01
loan__135_stages_orgcnt_6m,2142831520,32863140,14544420,20021655,16619497,3040436,803697,2241204,755613,352819,2020-02-01
loan__53_stages_cnt_3m,2224222955,7638030,1322417,406951,171818,211431,99069,1330,0,0,2020-02-01
loan__135_petty_amount_sum_3m,2131200856,26659726,15584203,18894793,9561413,7526785,11092049,6881412,6672764,0,2020-02-01
loan__131_finance_orgcnt_1m,2233075253,991112,7634,2,0,0,0,0,0,0,2020-02-01
loan__135_petty_amount_max_1m,2163724014,14489114,13489474,6690179,4647714,5406254,10780505,7552977,7293770,0,2020-02-01
loan__140_strong_cnt_1m,2234074001,0,0,0,0,0,0,0,0,0,2020-02-01
loan__135_finance_cnt_3m,2219058553,2354584,2008259,3329912,2443661,1546178,1379504,1042144,619039,292167,2020-02-01
loan__135_strong_orgcnt_3m,2230546891,1820854,985264,706001,13227,1764,0,0,0,0,2020-02-01
loan__137_petty_overdue2_1m,2228610319,2735494,978671,407068,243978,171515,132288,370950,274357,149361,2020-02-01
loan__138_petty_cnt_6m,2226710295,4443261,1567561,715840,330686,136836,54320,115176,26,0,2020-02-01
loan__134_petty_cnt_1m,2210653807,13263091,4984711,1957129,1199188,1040641,970250,5184,0,0,2020-02-01
loan__135_amount_cnt_3m,2089298439,34374177,49357909,26305850,17638139,4372005,2786448,6014479,2584414,1342141,2020-02-01
loan__137_cnt_3m,2095403412,96000833,27999770,5265339,3083475,1119262,1158514,1937505,1276942,828949,2020-02-01
loan__53_petty_orgcnt_1m,2219484935,11952908,1898269,549562,124092,64233,2,0,0,0,2020-02-01
loan__134_cnt_1m,2209473021,13984658,5206212,2060677,1250960,1085699,1007240,5534,0,0,2020-02-01
loan__137_stages_cnt_3m,2222559315,5710148,1948361,963698,1033001,325655,459387,572947,397146,104343,2020-02-01
loan__135_finance_orgcnt_1m,2221979068,11314958,712048,67897,30,0,0,0,0,0,2020-02-01
loan__131_orgcnt_6m,2144349498,63455712,13875167,5359904,4116577,1002359,1004050,584711,278526,47497,2020-02-01
loan__131_finance_cnt_3m,2231610218,1465969,356819,188214,110081,142802,70223,57157,40456,32062,2020-02-01
loan__138_little_cnt_6m,2234032728,21239,9219,4223,2227,2187,2178,0,0,0,2020-02-01
loan__137_strong_amount_sum_3m,2232642945,958,90096,130214,236770,159840,162237,364618,170049,116274,2020-02-01
loan__135_stages_orgcnt_1m,2168036605,56234947,7985927,1407481,306453,102576,12,0,0,0,2020-02-01
loan__140_finance_cnt_6m,2234074001,0,0,0,0,0,0,0,0,0,2020-02-01
loan__141_strong_cnt_6m,2234073708,226,67,0,0,0,0,0,0,0,2020-02-01
loan__137_stages_orgcnt_1m,2228288445,5240283,450155,77533,17583,2,0,0,0,0,2020-02-01
loan__131_cnt_1m,2203278228,25019977,3441743,1205189,512522,251695,205590,158360,697,0,2020-02-01
loan__135_stages_cnt_6m,2142831520,24963761,26589728,26086301,5122762,2161428,1241539,2373170,1525534,1178258,2020-02-01
loan__53_finance_orgcnt_6m,2229335198,4115720,524898,98184,1,0,0,0,0,0,2020-02-01
loan__135_petty_amount_cnt_6m,2107891859,33327114,38596421,19006513,15386692,5568915,4556637,5963174,2637456,1139220,2020-02-01
loan__135_finance_amount_max_3m,2222301258,2651092,1294511,1596280,981211,875551,1771542,1509724,1092832,0,2020-02-01
loan__135_petty_orgcnt_1m,2132567278,74304590,15420953,6261181,2844190,1989396,685809,604,0,0,2020-02-01
loan__137_cnt_1m,2117785459,96233129,11391223,2263129,2327810,1068416,376074,1160705,936076,531980,2020-02-01
loan__137_strong_overdue2_3m,2233931283,117810,17528,4332,1292,1725,31,0,0,0,2020-02-01
loan__137_finance_amount_sum_1m,2231301988,526924,308564,418864,279431,291719,510085,270686,165740,0,2020-02-01
loan__1_cnt_3m,2208094325,16313236,5717032,2056503,886401,657309,348249,946,0,0,2020-02-01
loan__53_cnt_6m,2115005116,57117795,29488875,12163523,9409958,3675650,2388496,3476426,1154693,193469,2020-02-01
loan__135_petty_cnt_3m,2054002680,65367329,50365274,28293342,15124735,7159855,3095401,6465572,2988778,1211035,2020-02-01
loan__134_finance_cnt_1m,2233984200,86217,1788,1112,684,0,0,0,0,0,2020-02-01
loan__141_little_cnt_6m,2234073452,301,248,0,0,0,0,0,0,0,2020-02-01
loan__135_petty_orgcnt_3m,2065501959,80790861,30905535,34753982,10790391,5019291,1530437,3393421,1023250,364874,2020-02-01
loan__135_strong_orgcnt_6m,2229646830,2279526,933374,650569,245398,188333,122324,7367,280,0,2020-02-01
loan__137_strong_overdue1_6m,2232171991,914708,554964,292890,75288,20080,30675,12855,550,0,2020-02-01
loan__1_petty_cnt_1m,2227625521,4311166,1439944,414014,150254,132937,165,0,0,0,2020-02-01
loan__135_orgcnt_3m,2012693160,88497643,77442303,24328527,16283282,5031617,3084728,3882779,2145643,684319,2020-02-01
